日期,進站人數,離站人數
20191211,13533,13599
20191212,14258,14676
20191213,18898,20608
20191214,22936,22532
20191215,24105,22874
20191216,16190,15395
20191217,13867,13898
20191218,13878,13767
20191219,13934,14216
20191220,18274,20687
20191221,26338,26948
20191222,24483,22194
20191223,16040,15286
20191224,14364,14261
20191225,14768,14775
20191226,14757,14862
20191227,18655,19912
20191228,20451,20165
20191229,19971,18907
20191230,15478,15677
20191231,15952,21720
20200101,21694,16515
20200102,14049,13577
20200103,15661,16617
20200104,16563,16435
20200105,17473,17084
20200106,13740,13756
20200107,12793,12853
20200108,13132,13341
20200109,13780,14564
20200110,22345,23439
20200111,20206,19642
20200112,20475,20617
20200113,15895,15739
20200114,14365,14377
20200115,14301,14418
20200116,15484,15733
20200117,17390,18235
20200118,18708,18943
20200119,19580,19120
20200120,16678,16397
20200121,17661,17425
20200122,19155,19058
20200123,18921,17179
20200124,14644,12226
20200125,20010,20951
20200126,20929,21352
20200127,21820,23538
20200128,17891,19748
20200129,16799,18289
20200130,15506,15549
20200131,15073,15481
20200201,14179,13835
20200202,14466,14337
20200203,13931,13629
20200204,12924,13008
20200205,13453,13479
20200206,13588,13271
20200207,15718,16036
20200208,15534,14660
20200209,16124,16055
20200210,13346,13519
20200211,12381,12316
20200212,12480,12326
20200213,12185,12255
20200214,14067,14701
20200215,13668,14009
20200216,15823,14662
20200217,12027,11974
20200218,11613,11561
20200219,11806,11619
20200220,11823,11843
20200221,14083,14289
20200222,13730,13036
20200223,13944,13722
20200224,11992,12110
20200225,11332,11710
20200226,11409,11782
20200227,15252,15091
20200228,15181,14499
20200229,13000,12751
20200301,15082,15255
20200302,11284,10867
20200303,10102,9942
20200304,10139,9879
20200305,10169,10326
20200306,13873,14720
20200307,12773,12790
20200308,14455,13670
20200309,11465,11058
20200310,10009,10128
20200311,10381,10498
20200312,10970,10658
20200313,14121,15533
20200314,12611,12145
20200315,15021,14370
20200316,11449,10924
20200317,10105,10212
20200318,10013,10086
20200319,9938,9841
20200320,12840,14109
20200321,11332,10670
20200322,11818,11775
20200323,10098,9972
20200324,9142,9140
20200325,8996,9113
20200326,9262,9415
20200327,12226,13230
20200328,10032,9882
20200329,10365,10463
20200330,9907,9961
20200331,9510,9780
20200401,13457,14179
20200402,12113,11111
20200403,10227,9817
20200404,8441,8884
20200405,11663,12574
20200406,10693,10113
20200407,8911,8293
20200408,8466,8356
20200409,8399,8536
20200410,9498,9334
20200411,9024,8653
20200412,9788,9500
20200413,9238,9014
20200414,8535,8392
20200415,8662,8705
20200416,8902,8993
20200417,11796,12738
20200418,10023,9707
20200419,10987,10570
20200420,9418,9037
20200421,7824,7819
20200422,7993,7822
20200423,7978,8268
20200424,10378,11091
20200425,7667,7151
20200426,8144,8086
20200427,8654,8515
20200428,8125,8056
20200429,8384,8408
20200430,9591,10037
20200501,11161,11421
20200502,8606,8512
20200503,10207,10219
20200504,9728,9386
20200505,8738,8748
20200506,8959,8975
20200507,9324,9534
20200508,13359,14433
20200509,11371,10497
20200510,12518,12151
20200511,10649,10348
20200512,9367,9369
20200513,9432,9439
20200514,9582,9768
20200515,12871,13810
20200516,10949,10964
20200517,12328,11568
20200518,10322,9811
20200519,9036,9030
20200520,9020,9047
20200521,8857,9181
20200522,11111,11859
20200523,10262,10240
20200524,14828,13831
20200525,10726,10492
20200526,9433,9309
20200527,8887,8878
20200528,9544,9835
20200529,13324,14252
20200530,13439,13198
20200531,14487,14072
20200601,10889,10718
20200602,9936,9936
20200603,9882,10050
20200604,10179,10905
20200605,13360,17789
20200606,15905,15720
20200607,18037,14345
20200608,12224,11191
20200609,10583,10486
20200610,10612,10924
20200611,11317,11407
20200612,14457,15622
20200613,15999,16205
20200614,17190,16031
20200615,12413,12107
20200616,11326,11187
20200617,10991,10987
20200618,11411,11355
20200619,12981,13603
20200620,13376,13700
20200621,15284,14854
20200622,12166,12182
20200623,11722,11710
20200624,16204,16936
20200625,17725,16806
20200626,17247,17510
20200627,16932,17152
20200628,17298,17747
20200629,13680,13171
20200630,11867,11981
20200701,11350,11517
20200702,11353,11555
20200703,14452,14927
20200704,13816,13664
20200705,14102,14072
20200706,12973,12889
20200707,12829,12755
20200708,12777,12766
20200709,13146,12920
20200710,15675,16069
20200711,15751,15917
20200712,17197,16767
20200713,13588,13315
20200714,13538,13394
20200715,13425,13400
20200716,13949,14000
20200717,16727,17496
20200718,17335,17190
20200719,18819,18218
20200720,15320,14933
20200721,14148,14209
20200722,14491,14574
20200723,15188,14374
20200724,16815,17513
20200725,17478,17261
20200726,17737,17528
20200727,14521,14365
20200728,13537,13567
20200729,13747,13624
20200730,13799,13828
20200731,15956,16352
20200801,16431,15953
20200802,15708,15697
20200803,12725,12836
20200804,11648,11972
20200805,13477,13247
20200806,13920,13953
20200807,17394,17956
20200808,16355,15803
20200809,17805,17995
20200810,14682,14253
20200811,12827,12620
20200812,14127,14406
20200813,14458,14703
20200814,17622,19387
20200815,19250,19033
20200816,21146,19869
20200817,16300,15555
20200818,14965,14574
20200819,14053,13841
20200820,14701,14656
20200821,17662,18006
20200822,17856,18010
20200823,18802,17986
20200824,15115,14837
20200825,14390,14445
20200826,12332,12392
20200827,12469,12365
20200828,15696,16132
20200829,15402,15880
20200830,15893,14565
20200831,12689,12465
20200901,12082,11904
20200902,11689,11585
20200903,13114,12990
20200904,15719,16199
20200905,15533,16117
20200906,17322,16995
20200907,13295,12750
20200908,12078,12033
20200909,12362,12250
20200910,12743,12761
20200911,15956,16554
20200912,16712,16330
20200913,18422,17278
20200914,12248,12090
20200915,11448,11304
20200916,11188,11324
20200917,11932,12020
20200918,16082,17322
20200919,17768,17792
20200920,18659,18168
20200921,12508,12157
20200922,11566,11588
20200923,11795,11722
20200924,11977,12256
20200925,13485,14095
20200926,13996,14656
20200927,16131,15560
20200928,12241,11949
20200929,12016,12026
20200930,18285,19342
20201001,18981,17381
20201002,17147,17548
20201003,17571,18318
20201004,19428,19955
20201005,13233,13172
20201006,11571,11422
20201007,11414,11670
20201008,15946,17549
20201009,19057,18639
20201010,17505,17088
20201011,19754,19048
20201012,12609,12568
20201013,11504,11972
20201014,11781,11669
20201015,12178,12397
20201016,15740,17382
20201017,17779,17546
20201018,20032,18779
20201019,12811,12564
20201020,11643,11878
20201021,12061,12165
20201022,12077,12476
20201023,16604,17479
20201024,17237,17082
20201025,18840,18160
20201026,12475,12617
20201027,11840,11890
20201028,11648,11641
20201029,12015,12131
20201030,15470,17808
20201031,17356,16936
20201101,17203,16443
20201102,12015,11673
20201103,11093,10667
20201104,11267,11119
20201105,11696,12081
20201106,15831,16445
20201107,16054,16064
20201108,17834,17589
20201109,12271,12185
20201110,11130,11397
20201111,11820,11770
20201112,12252,12491
20201113,16634,17833
20201114,17811,18301
20201115,20553,18825
20201116,12777,12579
20201117,11727,11679
20201118,11648,11980
20201119,12056,12374
20201120,16631,18202
20201121,17620,17521
20201122,19185,18199
20201123,12954,12575
20201124,11495,11578
20201125,11663,11807
20201126,12456,12506
20201127,16557,18475
20201128,18582,18432
20201129,19203,18276
20201130,13063,12606
20201201,11364,11185
20201202,11286,11445
20201203,11583,11881
20201204,15772,16906
20201205,18954,18815
20201206,21306,19673
20201207,13012,12713
20201208,11345,11258
20201209,11647,11639
20201210,11910,12186
20201211,16639,18560
20201212,19071,18774
20201213,21012,19471
20201214,13528,13261
20201215,11519,11556
20201216,12070,11965
20201217,12491,12587
20201218,16810,18093
20201219,19448,19364
20201220,20278,19501
20201221,13165,12901
20201222,11660,11756
20201223,12357,12374
20201224,12172,12764
20201225,16420,17821
20201226,17934,17941
20201227,18646,17320
20201228,12842,12596
20201229,11632,11861
20201230,12868,12838
20201231,17568,20872
20210101,18355,16749
20210102,15996,15706
20210103,17456,17198
20210104,12212,11644
20210105,10527,10643
20210106,10838,10942
20210107,10548,10728
20210108,13777,14798
20210109,13750,13147
20210110,15035,14377
20210111,11671,11580
20210112,11074,10801
20210113,10642,10651
20210114,11080,11314
20210115,14533,15807
20210116,14296,14188
20210117,15481,15625
20210118,12325,12430
20210119,11741,11808
20210120,12672,12940
20210121,12824,13249
20210122,14840,15115
20210123,15499,14511
20210124,15860,16120
20210125,13362,13567
20210126,12797,12790
20210127,12624,12729
20210128,12734,12772
20210129,14792,15135
20210130,14251,13941
20210131,14220,14223
20210201,12840,12555
20210202,12498,12645
20210203,12550,12738
20210204,12815,12920
20210205,14712,15741
20210206,14446,14456
20210207,14620,13955
20210208,14336,14360
20210209,16124,16250
20210210,15280,14132
20210211,12009,9893
20210212,15778,16153
20210213,18752,19500
20210214,21992,23052
20210215,19228,20941
20210216,16858,18220
20210217,15312,15221
20210218,14283,14374
20210219,14594,15004
20210220,14855,15141
20210221,17228,15868
20210222,11791,11746
20210223,11594,11795
20210224,11392,11502
20210225,11758,12258
20210226,16278,17430
20210227,17986,17856
20210228,18762,18423
20210301,17275,16988
20210302,11367,11492
20210303,10656,10808
20210304,10503,10822
20210305,14216,15885
20210306,15780,15810
20210307,17587,16032
20210308,12013,11726
20210309,11591,11308
20210310,11231,11355
20210311,11485,12066
20210312,15498,16784
20210313,16405,16829
20210314,18479,17589
20210315,12333,12269
20210316,11426,11252
20210317,11319,11315
20210318,11497,12091
20210319,15186,16460
20210320,17417,17096
20210321,18520,17757
20210322,12331,12120
20210323,11071,11377
20210324,10955,11047
20210325,11769,11800
20210326,15097,16667
20210327,16626,16745
20210328,17968,16940
20210329,13207,12324
20210330,11184,11644
20210331,11736,12899
20210401,16696,17658
20210402,20313,18834
20210403,18249,17143
20210404,16230,17239
20210405,17209,18274
20210406,14082,13364
20210407,11919,11773
20210408,11260,11227
20210409,14634,15177
20210410,15569,15963
20210411,18085,16470
20210412,12192,12163
20210413,11447,11199
20210414,10985,11257
20210415,11296,11879
20210416,15167,16246
20210417,16573,16316
20210418,17139,16489
20210419,12166,12184
20210420,11243,10899
20210421,10891,11056
20210422,11208,11898
20210423,15479,16318
20210424,16367,16550
20210425,16913,16163
20210426,11731,11487
20210427,11016,10883
20210428,11002,11188
20210429,11958,12361
20210430,16783,17766
20210501,15268,15446
20210502,16592,15720
20210503,12184,11841
20210504,10601,10085
20210505,10822,11437
20210506,11528,11789
20210507,16623,17601
20210508,15043,14800
20210509,16039,15037
20210510,12389,12208
20210511,10628,10749
20210512,10315,10329
20210513,9620,10216
20210514,12478,13411
20210515,8347,8705
20210516,8677,8153
20210517,7217,6848
20210518,5778,5531
20210519,4439,4485
20210520,4083,4136
20210521,4772,5196
20210522,2398,2948
20210523,3111,2680
20210524,3764,3716
20210525,3180,3279
20210526,3077,3065
20210527,3093,3058
20210528,3870,4227
20210529,1865,2166
20210530,2501,2329
20210531,3331,3228
20210601,2992,2941
20210602,2816,2801
20210603,2929,2973
20210604,3504,3526
20210605,1611,1675
20210606,1825,1820
20210607,3141,2991
20210608,2755,2789
20210609,2779,2719
20210610,2768,2849
20210611,3446,4013
20210612,1830,1676
20210613,1302,1251
20210614,2965,2804
20210615,3244,3101
20210616,2816,2681
20210617,2673,2705
20210618,3141,3241
20210619,1752,1458
20210620,1658,1689
20210621,3076,3049
20210622,2801,2783
20210623,2740,2742
20210624,2755,2749
20210625,3171,3349
20210626,1785,1814
20210627,1886,1779
20210628,3022,2950
20210629,2895,2852
20210630,2818,2832
20210701,2850,2874
20210702,3282,3472
20210703,2015,1796
20210704,2082,1992
20210705,3288,3423
20210706,2997,2930
20210707,3025,3021
20210708,3038,3078
20210709,3839,3883
20210710,2450,2366
20210711,2585,2649
20210712,3629,3546
20210713,3547,3646
20210714,3521,3538
20210715,4049,3633
20210716,4704,4509
20210717,2877,2942
20210718,3305,3201
20210719,4222,4088
20210720,3802,3730
20210721,3725,3733
20210722,3586,3680
20210723,4154,4401
20210724,2750,2825
20210725,3221,2979
20210726,4303,4275
20210727,4588,4676
20210728,4530,4568
20210729,4679,4764
20210730,5636,5719
20210731,3903,3832
20210801,4164,3968
20210802,5175,5107
20210803,4807,4946
20210804,5019,5002
20210805,4911,5109
20210806,6399,6536
20210807,3756,3711
20210808,5085,5167
20210809,5848,5876
20210810,5881,6054
20210811,5866,5794
20210812,6136,6297
20210813,7624,7896
20210814,6529,6653
20210815,7695,7618
20210816,7106,7099
20210817,6555,6606
20210818,6416,6484
20210819,6303,6662
20210820,8176,8465
20210821,6941,6913
20210822,8064,8166
20210823,7209,7330
20210824,7200,7164
20210825,7417,7252
20210826,7472,7506
20210827,9033,9389
20210828,7706,7690
20210829,8572,8372
20210830,7720,7734
20210831,7444,7453
20210901,7590,7645
20210902,7693,7857
20210903,9700,9625
20210904,8184,7706
20210905,8498,8584
20210906,8070,8255
20210907,8033,8127
20210908,8144,8385
20210909,8249,8469
20210910,8975,9230
20210911,7102,7497
20210912,6893,6347
20210913,7683,7805
20210914,7761,7816
20210915,8028,7715
20210916,8108,8431
20210917,12040,12468
20210918,12281,11099
20210919,12054,11477
20210920,11192,11544
20210921,11242,12286
20210922,9210,9418
20210923,7930,8195
20210924,9855,10403
20210925,9313,9147
20210926,10299,10055
20210927,8562,8625
20210928,7719,8047
20210929,7926,8172
20210930,7860,7909
20211001,10397,10698
20211002,9569,8967
20211003,10729,10555
20211004,8639,8625
20211005,8018,8182
20211006,8082,8243
20211007,8696,9067
20211008,13316,14586
20211009,13425,13880
20211010,15715,18014
20211011,15894,13825
20211012,9227,8848
20211013,8675,8560
20211014,8785,9299
20211015,11911,12943
20211016,12575,12720
20211017,14695,13422
20211018,9443,9379
20211019,8821,8846
20211020,8728,8776
20211021,9088,9752
20211022,12609,13537
20211023,12343,12755
20211024,14316,13590
20211025,9673,9627
