日期,進站人數,離站人數
20210527,15189,14429
20210528,19637,16160
20210529,8125,7431
20210530,7025,10480
20210531,14477,15861
20210601,13563,14126
20210602,13403,13786
20210603,14106,13423
20210604,16845,14309
20210605,6850,5635
20210606,5265,7792
20210607,13844,14765
20210608,12921,13604
20210609,13013,13037
20210610,13659,13247
20210611,19373,14183
20210612,9459,4824
20210613,3854,4723
20210614,7304,15327
20210615,14415,15607
20210616,12797,13074
20210617,12770,12674
20210618,14355,13406
20210619,6467,5133
20210620,4862,6004
20210621,13507,14410
20210622,13048,13295
20210623,12911,12880
20210624,13327,12924
20210625,15334,14365
20210626,6816,6478
20210627,5570,6811
20210628,14455,15252
20210629,14627,14810
20210630,14263,14338
20210701,14453,14610
20210702,16283,15237
20210703,8171,6347
20210704,5679,6992
20210705,15443,16335
20210706,14878,15046
20210707,15181,15128
20210708,15008,14953
20210709,17563,16165
20210710,8292,7674
20210711,7089,8255
20210712,16751,17847
20210713,17424,17205
20210714,17568,17543
20210715,17950,17532
20210716,21623,18673
20210717,10280,10132
20210718,8501,10067
20210719,19055,19130
20210720,18306,18175
20210721,18195,17850
20210722,17153,16825
20210723,18294,16551
20210724,7962,7336
20210725,8980,10994
20210726,19812,20578
20210727,22431,22180
20210728,22415,22433
20210729,22850,22360
20210730,28008,25143
20210731,15385,13483
20210801,13532,16072
20210802,25292,25839
20210803,25529,25029
20210804,26272,25909
20210805,27363,25991
20210806,32331,27705
20210807,17074,14620
20210808,15893,19884
20210809,28481,29721
20210810,28838,28503
20210811,29298,28693
20210812,30635,29312
20210813,37129,32865
20210814,24620,21970
20210815,21191,24372
20210816,31574,32152
20210817,30975,31137
20210818,31481,30289
20210819,32985,30492
20210820,38793,34810
20210821,25328,22260
20210822,22257,25033
20210823,33709,34385
20210824,33403,32904
20210825,33507,32887
20210826,35135,34171
20210827,41274,37383
20210828,28735,26169
20210829,25319,28567
20210830,34710,36378
20210831,34517,34185
20210901,35678,34058
20210902,36235,35022
20210903,41972,39015
20210904,28742,25953
20210905,25584,28988
20210906,36040,36321
20210907,36503,35463
20210908,36195,35391
20210909,35007,34249
20210910,37672,35664
20210911,29049,28129
20210912,14957,17669
20210913,35451,35743
20210914,35831,35082
20210915,36272,35485
20210916,39394,36162
20210917,53787,43915
20210918,42404,28679
20210919,34312,31336
20210920,31185,40640
20210921,29658,43659
20210922,37386,41357
20210923,36615,36375
20210924,44629,41285
20210925,33177,30136
20210926,30484,34024
20210927,37717,38978
20210928,37410,37273
20210929,37351,36894
20210930,37650,36651
20211001,47011,42748
20211002,35276,32500
20211003,32325,36371
20211004,38836,40397
20211005,38248,38534
20211006,39518,38906
20211007,43040,40462
20211008,60708,51375
20211009,52422,41982
20211010,45017,46589
20211011,34951,48423
20211012,40384,43780
20211013,42006,41173
20211014,42155,41272
20211015,55735,50439
20211016,44854,41699
20211017,39830,43569
20211018,43490,44683
20211019,42295,42160
20211020,42624,41799
20211021,43706,41933
20211022,56717,49856
20211023,41276,37218
20211024,36737,41671
