日期,進站人數,離站人數
20211013,12355,12190
20211014,12867,12554
20211015,21939,20485
20211016,22706,23918
20211017,31237,31551
20211018,14400,14252
20211019,12545,12589
20211020,12480,12438
20211021,13574,13252
20211022,24176,22152
20211023,23606,24328
20211024,28151,29959
20211025,14850,14581
20211026,12402,12227
20211027,12327,12341
20211028,13953,13634
20211029,24610,21086
20211030,22570,22721
20211031,25942,28714
20211101,14699,14608
20211102,12310,12315
20211103,12629,12670
20211104,13397,13231
20211105,23517,22371
20211106,24073,25001
20211107,29203,29865
20211108,14825,14977
20211109,12675,12537
20211110,13134,13189
20211111,14749,14365
20211112,25859,23497
20211113,27057,28148
20211114,35789,38126
20211115,16152,16127
20211116,13409,13431
20211117,13697,13840
20211118,14963,14908
20211119,26491,24286
20211120,26847,27658
20211121,33802,35707
20211122,16139,16107
20211123,13434,13169
20211124,13592,13516
20211125,14937,14701
20211126,26595,24329
20211127,25902,26702
20211128,30246,32616
20211129,16210,15814
20211130,13709,12993
20211201,13132,13081
20211202,14004,13837
20211203,24569,23435
20211204,26032,26281
20211205,30909,32431
20211206,16089,16161
20211207,13406,13362
20211208,14112,13540
20211209,14586,14404
20211210,26753,25103
20211211,30080,30685
20211212,37476,39512
20211213,16973,17083
20211214,13901,13765
20211215,14454,14320
20211216,15889,15682
20211217,29398,25982
20211218,29563,30407
20211219,37340,40137
20211220,16990,17029
20211221,12531,12354
20211222,13593,13722
20211223,14990,15193
20211224,27323,26469
20211225,33849,33590
20211226,34340,35108
20211227,15820,15778
20211228,14184,13954
20211229,16853,15519
20211230,28364,26089
20211231,34063,36472
20220101,34398,32633
20220102,33114,37087
20220103,16114,16815
20220104,12235,12337
20220105,12453,12471
20220106,13236,12768
20220107,20011,19595
20220108,21549,22348
20220109,26137,26092
20220110,14459,14301
20220111,12804,12675
20220112,12272,12244
20220113,13292,13379
20220114,20774,21243
20220115,22517,25614
20220116,32093,30053
20220117,16372,14983
20220118,13763,13258
20220119,14423,13407
20220120,16792,16092
20220121,16800,19052
20220122,17625,19488
20220123,24348,23127
20220124,15820,14696
20220125,14114,14452
20220126,14931,14620
20220127,15341,15596
20220128,20711,21193
20220129,21470,20607
20220130,23128,20152
20220131,18470,16356
20220201,16807,18974
20220202,24058,25772
20220203,22622,23794
20220204,23645,24785
20220205,22869,23955
20220206,23423,23723
20220207,16630,17920
20220208,16806,16088
20220209,16358,16375
20220210,15100,15622
20220211,18507,19596
20220212,20337,22180
20220213,25752,25476
20220214,14289,14320
20220215,13211,12905
20220216,13685,14028
20220217,15008,14438
20220218,20692,19920
20220219,20129,21102
20220220,23432,23681
20220221,12655,12741
20220222,11015,11180
20220223,11164,11097
20220224,13952,13656
20220225,28894,24788
20220226,27902,28339
20220227,30643,30408
20220228,29123,32430
20220301,15099,15435
20220302,12871,12816
20220303,13478,12954
20220304,22725,21609
20220305,23926,24857
20220306,27929,28697
20220307,14429,14061
20220308,12829,12791
20220309,13669,13370
20220310,14529,14286
20220311,25777,23726
20220312,27357,29298
20220313,35205,36208
20220314,16272,16340
20220315,14020,13587
20220316,13574,13520
20220317,14637,14197
20220318,24492,22754
20220319,25251,26522
20220320,32893,33366
20220321,15708,15878
20220322,13377,13035
20220323,12463,12192
20220324,13845,13192
20220325,23427,22514
20220326,22558,23075
20220327,27262,27860
20220328,14204,14472
20220329,13256,13073
20220330,13774,13867
20220331,19043,16982
20220401,29160,25152
20220402,27249,24589
20220403,23836,22931
20220404,26060,26578
20220405,23879,30084
20220406,18303,18257
20220407,14233,14324
20220408,19981,20467
20220409,19834,21251
20220410,25483,25476
20220411,14178,14219
20220412,12435,12379
20220413,12987,12334
20220414,12782,12542
20220415,19850,19561
20220416,18705,19855
20220417,25138,24626
20220418,13537,13114
20220419,10969,11286
20220420,11212,11182
20220421,12408,11833
20220422,19581,18740
20220423,15340,16841
20220424,20871,20890
20220425,12127,12368
20220426,10290,10267
20220427,10243,10035
20220428,11081,10819
20220429,18063,17659
20220430,14899,15537
20220501,2013,1729
20220502,15634,14952
20220503,9934,9651
20220504,9610,9404
20220505,10431,10087
20220506,19825,17826
20220507,13268,13337
20220508,18051,19267
20220509,11207,11870
20220510,9110,9282
20220511,8975,8859
20220512,9647,9151
20220513,14707,14791
20220514,11873,12745
20220515,16843,15410
20220516,9206,8999
20220517,8517,8461
20220518,9051,8706
20220519,9682,9140
20220520,14486,15271
20220521,12329,12625
20220522,15759,14441
20220523,9308,8975
20220524,7646,7718
20220525,7626,7808
20220526,7897,7909
20220527,10705,11930
20220528,11308,11792
20220529,14361,13312
20220530,8834,8664
20220531,8021,8016
20220601,9305,9182
20220602,15337,15102
20220603,13946,13737
20220604,12337,12175
20220605,17393,18450
20220606,10441,10380
20220607,8187,8382
20220608,7951,7958
20220609,8357,8594
20220610,12239,13621
20220611,14215,15693
20220612,19683,17505
20220613,10117,9920
20220614,9126,9085
20220615,9116,9418
20220616,9567,9676
20220617,13686,15351
20220618,15692,16808
20220619,20960,18509
20220620,11339,10811
20220621,9810,9727
20220622,9925,10111
20220623,10443,10747
20220624,14976,16533
20220625,16255,17474
20220626,21576,19292
20220627,12632,12274
20220628,11574,11667
20220629,11773,11719
20220630,12869,12991
20220701,16898,17784
20220702,16435,16758
20220703,20877,19596
20220704,13044,12907
20220705,12186,13400
20220706,14437,13526
20220707,13429,13522
20220708,18161,19549
20220709,21456,22596
20220710,28957,27227
20220711,16307,16021
20220712,13896,14097
20220713,14572,14889
20220714,15651,15428
20220715,19457,20669
20220716,22867,25326
20220717,31988,29167
20220718,16294,16056
20220719,14340,14090
20220720,14524,14883
20220721,15471,15245
20220722,19921,21563
20220723,23026,24491
20220724,27892,26688
20220725,16607,15892
20220726,14904,14624
20220727,15196,15062
20220728,15526,15352
20220729,19252,20950
20220730,20868,21723
20220731,25409,24722
20220801,15418,14801
20220802,13582,13581
20220803,14316,14454
20220804,15181,15470
20220805,21683,21678
20220806,23429,23255
20220807,27225,26980
20220808,16066,15852
20220809,15243,15664
20220810,16058,16242
20220811,16751,16445
20220812,20950,21932
20220813,28307,30833
20220814,36636,35339
20220815,18661,18726
20220816,17386,17349
20220817,17181,17457
20220818,17618,17529
20220819,23190,24373
20220820,26978,28747
20220821,33491,32178
20220822,20260,20142
20220823,17906,18428
20220824,18706,18320
20220825,18351,18150
20220826,22630,24009
20220827,26613,27397
20220828,29182,28039
20220829,17999,17697
20220830,14840,14909
20220831,15173,15175
20220901,15816,16590
20220902,19126,19627
20220903,18361,18718
20220904,23206,22173
20220905,16317,15484
20220906,14776,15294
20220907,16392,16498
20220908,27871,24505
20220909,30403,28784
20220910,27335,30130
20220911,36415,41566
20220912,17197,16866
20220913,13185,13133
20220914,13352,13429
20220915,14302,13901
20220916,24839,23085
20220917,26133,28389
20220918,33541,33747
20220919,15587,15403
20220920,13038,13446
20220921,13279,13144
20220922,14341,13733
20220923,25376,23664
20220924,25634,26047
20220925,30456,32293
20220926,15398,15449
20220927,12845,13020
20220928,13499,13216
20220929,13714,13616
20220930,23218,21841
20221001,22753,22736
20221002,25751,26746
20221003,14353,14853
20221004,12426,12558
20221005,12886,13091
20221006,15248,15074
20221007,31677,26995
20221008,32563,32326
20221009,34865,34740
20221010,30768,36064
20221011,16739,17511
20221012,13672,13513
20221013,14629,14511
20221014,23555,22708
20221015,26574,29710
20221016,33518,32800
20221017,16099,15669
20221018,13405,13600
20221019,13331,13605
20221020,15117,14712
20221021,25265,24938
20221022,27388,30733
20221023,34081,33205
20221024,16876,16214
20221025,13695,13814
20221026,13458,13305
20221027,14495,14221
20221028,24840,23146
20221029,25016,25417
20221030,28207,29760
20221031,14968,14904
20221101,12321,12329
20221102,12872,12767
20221103,13985,13909
20221104,24548,23905
20221105,25795,26813
20221106,30168,30508
20221107,15913,15710
20221108,13058,13409
20221109,13825,13854
20221110,15815,15388
20221111,29016,26685
20221112,31708,33505
20221113,39481,40791
20221114,17817,17511
20221115,14467,14499
20221116,14407,14873
20221117,15913,15441
20221118,27456,26108
20221119,29334,30910
20221120,36069,35794
20221121,17199,17219
20221122,14194,13938
20221123,13654,14042
20221124,15584,15146
20221125,31031,25794
20221126,25930,26347
20221127,31385,35348
20221128,17487,17958
20221129,13885,13965
20221130,14123,14188
20221201,14842,14700
20221202,25784,24761
20221203,29164,28596
20221204,31778,32404
20221205,17445,17431
20221206,13935,13967
20221207,14589,14563
20221208,16050,15578
20221209,29017,26926
20221210,33104,33290
20221211,38099,38689
20221212,18891,19078
20221213,14977,15033
20221214,14826,15007
20221215,16213,15950
20221216,28335,26151
20221217,29137,30303
20221218,36119,36654
20221219,18098,17709
20221220,15106,14837
20221221,15353,15330
20221222,15616,15539
20221223,27235,26236
20221224,34000,34921
20221225,37889,37978
20221226,18052,18124
20221227,14803,14788
20221228,15417,14847
20221229,17510,16864
20221230,30767,28511
20221231,34466,38434
